txn_id,gateway_name,gateway_status,response_code,processing_time_ms,device_type,geo_location,processed_timestamp
30110,Stripe,SUCCESS,00,123,ATM,Los Angeles,2024-01-04 04:32:37
30111,Square,SUCCESS,00,807,POS,Dallas,2024-01-04 05:33:05
30112,PayPal,PENDING,99,605,Mobile,New York,2024-01-04 06:38:07
30113,Square,SUCCESS,00,145,ATM,New York,2024-01-04 06:39:04
30114,Stripe,SUCCESS,00,1359,ATM,New York,2024-01-04 06:46:09
30115,Square,SUCCESS,00,1172,Mobile,Dallas,2024-01-04 06:51:45
30116,Stripe,SUCCESS,00,909,POS,Los Angeles,2024-01-04 07:47:27
30117,Square,SUCCESS,00,804,Desktop,Chicago,2024-01-04 08:14:33
30118,Square,SUCCESS,00,775,Mobile,Chicago,2024-01-04 09:01:14
30119,Square,SUCCESS,00,1018,POS,Los Angeles,2024-01-04 09:03:46
30120,Square,SUCCESS,00,531,ATM,Los Angeles,2024-01-04 10:22:34
30121,AuthorizeNet,SUCCESS,00,418,Mobile,Los Angeles,2024-01-04 10:36:44
30122,Square,SUCCESS,00,344,ATM,Chicago,2024-01-04 11:44:08
30123,Square,FAILED,05,950,ATM,Chicago,2024-01-04 13:02:57
30124,Stripe,SUCCESS,00,461,Mobile,Los Angeles,2024-01-04 13:03:14
30125,AuthorizeNet,SUCCESS,00,1280,ATM,Chicago,2024-01-04 13:27:24
30126,AuthorizeNet,SUCCESS,00,735,POS,Chicago,2024-01-04 13:31:02
30127,Square,SUCCESS,00,835,ATM,Chicago,2024-01-04 14:24:56
30128,Stripe,FAILED,12,931,POS,Chicago,2024-01-04 15:49:44
30129,AuthorizeNet,SUCCESS,00,810,ATM,Chicago,2024-01-04 16:30:54
30130,Stripe,SUCCESS,00,276,Desktop,Dallas,2024-01-04 16:44:28
30131,Stripe,SUCCESS,00,914,POS,Dallas,2024-01-04 17:46:46
30132,Square,SUCCESS,00,1410,Desktop,Chicago,2024-01-04 18:51:52
30133,Stripe,SUCCESS,00,322,ATM,Dallas,2024-01-04 19:38:20
30134,Square,SUCCESS,00,1342,Mobile,Los Angeles,2024-01-04 20:06:33
30135,PayPal,SUCCESS,00,1340,Mobile,Chicago,2024-01-04 20:16:39
30136,Stripe,SUCCESS,00,469,ATM,New York,2024-01-04 21:37:38
30137,AuthorizeNet,SUCCESS,00,1242,Desktop,Dallas,2024-01-04 21:54:27
30138,Square,SUCCESS,00,1467,Desktop,Chicago,2024-01-04 22:54:37
30139,Stripe,SUCCESS,00,1204,POS,New York,2024-01-04 23:30:11
30140,Stripe,SUCCESS,00,1357,Desktop,Dallas,2024-01-05 00:00:43
30141,AuthorizeNet,FAILED,05,714,Mobile,Los Angeles,2024-01-05 01:54:48
30142,Stripe,SUCCESS,00,652,ATM,New York,2024-01-05 02:50:29
30143,Square,SUCCESS,00,228,Mobile,Dallas,2024-01-05 03:13:48
30144,AuthorizeNet,SUCCESS,00,925,Mobile,Los Angeles,2024-01-05 04:45:45
30145,AuthorizeNet,SUCCESS,00,378,Desktop,Dallas,2024-01-05 05:51:52
30146,Stripe,SUCCESS,00,171,ATM,Chicago,2024-01-05 06:34:21
30147,Stripe,SUCCESS,00,1053,Desktop,Los Angeles,2024-01-05 07:02:21
30148,PayPal,FAILED,12,1410,ATM,Los Angeles,2024-01-05 07:59:50
30149,PayPal,SUCCESS,00,695,Desktop,Los Angeles,2024-01-05 09:45:57
30150,Square,SUCCESS,00,150,POS,Los Angeles,2024-01-05 10:21:57
30151,Square,SUCCESS,00,574,ATM,Los Angeles,2024-01-05 10:43:59
30152,Stripe,SUCCESS,00,1115,Mobile,New York,2024-01-05 10:48:31
30153,Stripe,SUCCESS,00,1120,Mobile,Chicago,2024-01-05 11:33:09
30154,PayPal,SUCCESS,00,257,Desktop,Dallas,2024-01-05 11:44:22
30155,Square,SUCCESS,00,1252,Desktop,Chicago,2024-01-05 11:52:52
30156,PayPal,FAILED,12,693,POS,New York,2024-01-05 12:07:57
30157,PayPal,SUCCESS,00,677,POS,Dallas,2024-01-05 13:31:30
30158,AuthorizeNet,SUCCESS,00,387,ATM,Los Angeles,2024-01-05 14:03:57
30159,Square,SUCCESS,00,585,POS,Los Angeles,2024-01-05 14:57:16
30160,PayPal,SUCCESS,00,645,Desktop,New York,2024-01-05 15:24:45
30161,AuthorizeNet,SUCCESS,00,835,Mobile,New York,2024-01-05 17:18:45
30162,PayPal,SUCCESS,00,1327,Desktop,New York,2024-01-05 17:40:17
30163,Stripe,SUCCESS,00,390,ATM,Chicago,2024-01-05 18:18:35
30164,PayPal,SUCCESS,00,1116,POS,Los Angeles,2024-01-05 18:28:14
30165,PayPal,SUCCESS,00,489,Mobile,Dallas,2024-01-05 18:58:19
30166,PayPal,FAILED,12,261,POS,Dallas,2024-01-05 19:05:58
30167,PayPal,SUCCESS,00,705,POS,New York,2024-01-05 19:37:49
30168,AuthorizeNet,SUCCESS,00,309,Desktop,New York,2024-01-05 20:12:48
30169,AuthorizeNet,SUCCESS,00,1039,ATM,Chicago,2024-01-05 20:15:18
30170,PayPal,SUCCESS,00,238,ATM,New York,2024-01-05 20:29:25
30171,AuthorizeNet,SUCCESS,00,1086,ATM,Dallas,2024-01-05 21:44:35
30172,AuthorizeNet,SUCCESS,00,705,ATM,Los Angeles,2024-01-05 22:05:23
30173,AuthorizeNet,SUCCESS,00,1057,ATM,New York,2024-01-05 22:14:18
30174,Stripe,SUCCESS,00,537,Mobile,Chicago,2024-01-05 22:39:14
30175,Stripe,SUCCESS,00,743,ATM,New York,2024-01-05 23:42:40
30176,Square,SUCCESS,00,1157,POS,Chicago,2024-01-05 23:54:11
30177,AuthorizeNet,SUCCESS,00,371,Mobile,Chicago,2024-01-06 00:16:56
30178,Square,SUCCESS,00,754,Mobile,New York,2024-01-06 00:23:55
30179,Stripe,SUCCESS,00,723,POS,Chicago,2024-01-06 01:59:41
30180,Square,SUCCESS,00,478,POS,New York,2024-01-06 02:13:31
30181,Square,FAILED,05,1191,POS,Chicago,2024-01-06 02:19:02
30182,PayPal,SUCCESS,00,827,POS,Chicago,2024-01-06 03:06:02
30183,Stripe,SUCCESS,00,1105,Mobile,New York,2024-01-06 03:34:43
30184,Square,SUCCESS,00,720,POS,Chicago,2024-01-06 07:24:19
30185,Stripe,SUCCESS,00,1129,POS,Dallas,2024-01-06 07:26:38
30186,AuthorizeNet,FAILED,12,203,POS,New York,2024-01-06 07:40:10
30187,PayPal,SUCCESS,00,1357,Desktop,Chicago,2024-01-06 07:46:30
30188,AuthorizeNet,FAILED,12,370,POS,New York,2024-01-06 08:14:28
30189,AuthorizeNet,SUCCESS,00,516,ATM,Los Angeles,2024-01-06 08:31:24
30190,PayPal,SUCCESS,00,285,Mobile,New York,2024-01-06 10:42:17
30191,AuthorizeNet,SUCCESS,00,1206,Mobile,Dallas,2024-01-06 11:10:56
30192,Stripe,SUCCESS,00,989,POS,Los Angeles,2024-01-06 11:58:16
30193,AuthorizeNet,SUCCESS,00,1215,ATM,Dallas,2024-01-06 12:20:10
30194,PayPal,SUCCESS,00,890,Desktop,New York,2024-01-06 12:33:31
30195,Stripe,SUCCESS,00,395,ATM,Chicago,2024-01-06 12:59:32
30196,Stripe,SUCCESS,00,648,ATM,New York,2024-01-06 13:02:50
30197,PayPal,SUCCESS,00,1280,ATM,Dallas,2024-01-06 13:39:35
30198,PayPal,SUCCESS,00,1140,POS,Chicago,2024-01-06 14:14:33
30199,PayPal,SUCCESS,00,1141,Desktop,Chicago,2024-01-06 14:47:23
30200,PayPal,SUCCESS,00,401,Desktop,New York,2024-01-06 14:53:45
30201,AuthorizeNet,FAILED,05,170,ATM,Los Angeles,2024-01-06 15:18:29
30202,Square,SUCCESS,00,1013,Mobile,Chicago,2024-01-06 16:53:58
30203,Stripe,SUCCESS,00,1152,Mobile,Dallas,2024-01-06 16:54:51
30204,AuthorizeNet,FAILED,12,1405,Desktop,Dallas,2024-01-06 17:37:56
30205,PayPal,SUCCESS,00,532,Mobile,Dallas,2024-01-06 17:44:05
30206,PayPal,SUCCESS,00,871,Mobile,Los Angeles,2024-01-06 17:53:05
30207,Stripe,SUCCESS,00,1114,POS,Chicago,2024-01-06 18:31:14
30208,Stripe,PENDING,99,427,Desktop,Chicago,2024-01-06 18:39:25
30209,Stripe,SUCCESS,00,1426,Mobile,Chicago,2024-01-06 18:50:17
30210,PayPal,SUCCESS,00,1451,ATM,Chicago,2024-01-06 20:17:01
30211,PayPal,SUCCESS,00,1338,POS,Los Angeles,2024-01-06 20:18:40
30212,AuthorizeNet,SUCCESS,00,684,Desktop,Los Angeles,2024-01-06 20:20:35
30213,Square,PENDING,99,671,ATM,New York,2024-01-06 20:31:33
30214,PayPal,SUCCESS,00,515,POS,Dallas,2024-01-06 20:40:32
30215,Stripe,SUCCESS,00,1164,POS,Chicago,2024-01-06 20:43:53
30216,Square,SUCCESS,00,730,POS,New York,2024-01-06 21:26:39
30217,Stripe,PENDING,99,1159,ATM,New York,2024-01-06 21:45:09
30218,Square,SUCCESS,00,888,Desktop,Chicago,2024-01-06 22:08:43
30219,Square,SUCCESS,00,925,POS,Chicago,2024-01-06 22:40:58
30220,Square,SUCCESS,00,353,Mobile,Los Angeles,2024-01-06 22:55:04
30221,AuthorizeNet,SUCCESS,00,221,Mobile,New York,2024-01-06 23:43:00
30222,AuthorizeNet,SUCCESS,00,761,ATM,Chicago,2024-01-07 00:25:00
30223,Square,SUCCESS,00,566,ATM,New York,2024-01-07 00:42:41
30224,Stripe,SUCCESS,00,803,Desktop,Los Angeles,2024-01-07 04:21:38
30225,Square,SUCCESS,00,1160,Mobile,Dallas,2024-01-07 04:50:58
30226,Square,SUCCESS,00,850,Desktop,Los Angeles,2024-01-07 04:56:25
30227,PayPal,SUCCESS,00,1139,Mobile,Chicago,2024-01-07 05:39:52
30228,AuthorizeNet,SUCCESS,00,1344,POS,Chicago,2024-01-07 05:47:42
30229,Stripe,FAILED,05,167,POS,Dallas,2024-01-07 06:31:09
30230,Square,SUCCESS,00,137,ATM,New York,2024-01-07 07:00:36
30231,PayPal,SUCCESS,00,134,Desktop,Dallas,2024-01-07 07:53:09
30232,PayPal,PENDING,99,1109,Desktop,New York,2024-01-07 08:00:53
30233,AuthorizeNet,SUCCESS,00,612,ATM,Dallas,2024-01-07 08:30:27
30234,PayPal,SUCCESS,00,1011,Desktop,Los Angeles,2024-01-07 09:25:58
30235,PayPal,SUCCESS,00,175,Mobile,Chicago,2024-01-07 09:41:48
30236,Square,SUCCESS,00,480,POS,Dallas,2024-01-07 09:54:06
30237,PayPal,SUCCESS,00,794,Desktop,Los Angeles,2024-01-07 10:00:54
30238,Square,SUCCESS,00,248,ATM,New York,2024-01-07 10:34:50
30239,AuthorizeNet,SUCCESS,00,1123,POS,Dallas,2024-01-07 13:10:28
30240,PayPal,FAILED,12,662,ATM,Los Angeles,2024-01-07 14:46:18
30241,PayPal,SUCCESS,00,890,POS,Los Angeles,2024-01-07 15:06:57
30242,Stripe,SUCCESS,00,519,Desktop,Chicago,2024-01-07 16:03:55
30243,Square,SUCCESS,00,481,POS,Los Angeles,2024-01-07 17:09:40
30244,AuthorizeNet,SUCCESS,00,594,ATM,Chicago,2024-01-07 17:12:34
30245,Square,SUCCESS,00,1062,POS,Los Angeles,2024-01-07 17:40:29
30246,Stripe,SUCCESS,00,1377,Mobile,Chicago,2024-01-07 17:47:42
30247,Square,SUCCESS,00,756,Desktop,Dallas,2024-01-07 18:42:04
30248,AuthorizeNet,SUCCESS,00,405,Mobile,Chicago,2024-01-07 18:46:52
30249,Stripe,SUCCESS,00,1306,Mobile,Los Angeles,2024-01-07 19:06:30
30250,Square,SUCCESS,00,952,ATM,Chicago,2024-01-07 19:39:10
30251,Square,SUCCESS,00,1255,Mobile,Dallas,2024-01-07 19:53:29
30252,AuthorizeNet,SUCCESS,00,1055,Mobile,New York,2024-01-07 20:33:47
30253,Stripe,SUCCESS,00,737,POS,Los Angeles,2024-01-07 20:52:21
30254,AuthorizeNet,SUCCESS,00,827,ATM,Chicago,2024-01-07 21:04:30
30255,Square,SUCCESS,00,562,POS,New York,2024-01-07 21:24:04
30256,Square,SUCCESS,00,259,Mobile,Chicago,2024-01-07 21:29:37
30257,Stripe,SUCCESS,00,794,POS,Dallas,2024-01-07 22:30:59
30258,Square,SUCCESS,00,695,ATM,Chicago,2024-01-07 22:34:07
30259,Stripe,SUCCESS,00,747,POS,Dallas,2024-01-07 22:41:45
30260,AuthorizeNet,SUCCESS,00,1365,ATM,Dallas,2024-01-07 23:10:36
30261,AuthorizeNet,FAILED,05,764,ATM,Chicago,2024-01-07 23:39:24
30262,Stripe,SUCCESS,00,789,Mobile,Chicago,2024-01-07 23:52:09
30263,Square,SUCCESS,00,1369,ATM,Chicago,2024-01-07 23:58:15
30264,AuthorizeNet,SUCCESS,00,873,Mobile,Chicago,2024-01-08 00:01:55
30265,Square,SUCCESS,00,162,POS,Chicago,2024-01-08 00:12:24
30266,PayPal,SUCCESS,00,1195,Mobile,New York,2024-01-08 00:24:36
30267,Stripe,SUCCESS,00,426,POS,Dallas,2024-01-08 00:24:48
30268,Square,SUCCESS,00,471,Mobile,Dallas,2024-01-08 02:13:38
30269,AuthorizeNet,FAILED,05,281,POS,Dallas,2024-01-08 03:05:29
30270,AuthorizeNet,SUCCESS,00,207,Desktop,Los Angeles,2024-01-08 04:39:47
30271,AuthorizeNet,SUCCESS,00,851,ATM,Dallas,2024-01-08 05:23:10
30272,PayPal,SUCCESS,00,547,Mobile,Dallas,2024-01-08 06:20:45
30273,AuthorizeNet,SUCCESS,00,599,POS,Dallas,2024-01-08 07:42:06
30274,Square,SUCCESS,00,444,ATM,New York,2024-01-08 08:18:23
30275,AuthorizeNet,FAILED,05,964,ATM,Chicago,2024-01-08 08:51:34
30276,AuthorizeNet,FAILED,12,951,Mobile,Chicago,2024-01-08 08:56:38
30277,Square,SUCCESS,00,767,POS,Los Angeles,2024-01-08 10:02:05
30278,PayPal,SUCCESS,00,757,POS,New York,2024-01-08 10:20:29
30279,Square,SUCCESS,00,1202,Mobile,New York,2024-01-08 10:34:45
30280,Stripe,SUCCESS,00,883,POS,Chicago,2024-01-08 10:36:03
30281,PayPal,SUCCESS,00,364,POS,Chicago,2024-01-08 10:47:23
30282,Stripe,SUCCESS,00,327,Desktop,New York,2024-01-08 11:03:15
30283,PayPal,SUCCESS,00,336,Mobile,Los Angeles,2024-01-08 11:44:28
30284,AuthorizeNet,SUCCESS,00,872,ATM,Dallas,2024-01-08 13:17:06
30285,Stripe,SUCCESS,00,1266,POS,Los Angeles,2024-01-08 13:26:04
30286,Stripe,SUCCESS,00,412,POS,New York,2024-01-08 13:48:42
30287,Square,SUCCESS,00,756,POS,Dallas,2024-01-08 14:08:38
30288,AuthorizeNet,SUCCESS,00,329,ATM,Los Angeles,2024-01-08 14:57:15
30289,Square,SUCCESS,00,707,Desktop,Dallas,2024-01-08 17:40:07
30290,PayPal,SUCCESS,00,294,Mobile,Dallas,2024-01-08 17:43:23
30291,Square,SUCCESS,00,1073,POS,Los Angeles,2024-01-08 18:00:21
30292,Stripe,SUCCESS,00,840,Mobile,Los Angeles,2024-01-08 18:06:37
30293,Stripe,SUCCESS,00,930,POS,Chicago,2024-01-08 18:11:36
30294,AuthorizeNet,SUCCESS,00,466,Mobile,Chicago,2024-01-08 19:22:53
30295,Stripe,SUCCESS,00,1023,POS,Los Angeles,2024-01-08 20:40:28
30296,Stripe,SUCCESS,00,1309,Mobile,Dallas,2024-01-08 20:52:38
30297,PayPal,FAILED,05,547,Desktop,Los Angeles,2024-01-08 21:50:27
30298,Stripe,SUCCESS,00,608,ATM,New York,2024-01-08 22:06:32
30299,Stripe,SUCCESS,00,882,POS,New York,2024-01-08 22:09:19
30300,PayPal,SUCCESS,00,1001,Desktop,New York,2024-01-08 22:30:44
30301,AuthorizeNet,SUCCESS,00,1336,POS,Dallas,2024-01-08 23:07:50
30302,Square,SUCCESS,00,164,Desktop,New York,2024-01-08 23:43:35
30303,AuthorizeNet,SUCCESS,00,338,ATM,New York,2024-01-09 00:12:10
30304,Stripe,SUCCESS,00,1466,POS,Los Angeles,2024-01-09 00:16:52
30305,AuthorizeNet,SUCCESS,00,215,Mobile,Dallas,2024-01-09 00:59:45
30306,PayPal,SUCCESS,00,995,ATM,Los Angeles,2024-01-09 01:27:02
30307,PayPal,SUCCESS,00,1257,Mobile,New York,2024-01-09 01:49:29
30308,AuthorizeNet,FAILED,12,254,Desktop,Chicago,2024-01-09 01:59:13
30309,AuthorizeNet,SUCCESS,00,160,POS,Chicago,2024-01-09 02:12:17
30310,Square,SUCCESS,00,434,POS,Los Angeles,2024-01-09 02:23:16
30311,PayPal,SUCCESS,00,1468,Mobile,Chicago,2024-01-09 03:21:28
30312,Stripe,SUCCESS,00,523,POS,New York,2024-01-09 03:39:51
30313,AuthorizeNet,SUCCESS,00,1155,Desktop,Chicago,2024-01-09 04:06:12
30314,Stripe,SUCCESS,00,400,POS,Chicago,2024-01-09 04:41:40
30315,Stripe,SUCCESS,00,1458,ATM,Chicago,2024-01-09 04:42:26
30316,PayPal,SUCCESS,00,1468,Mobile,Dallas,2024-01-09 05:17:09
30317,Square,SUCCESS,00,540,Mobile,Los Angeles,2024-01-09 05:23:33
30318,PayPal,SUCCESS,00,1269,Mobile,New York,2024-01-09 06:20:52
30319,PayPal,SUCCESS,00,1085,POS,Dallas,2024-01-09 06:23:08
30320,Square,SUCCESS,00,406,ATM,Los Angeles,2024-01-09 06:52:40
30321,AuthorizeNet,SUCCESS,00,823,Desktop,Los Angeles,2024-01-09 07:55:33
30322,Square,SUCCESS,00,636,ATM,Los Angeles,2024-01-09 08:01:20
30323,Stripe,SUCCESS,00,1383,Mobile,Los Angeles,2024-01-09 08:06:26
30324,Stripe,SUCCESS,00,449,ATM,Dallas,2024-01-09 08:50:16
30325,Square,SUCCESS,00,436,Mobile,Los Angeles,2024-01-09 08:52:22
30326,AuthorizeNet,SUCCESS,00,482,Desktop,Los Angeles,2024-01-09 09:54:46
30327,PayPal,SUCCESS,00,824,POS,Chicago,2024-01-09 09:57:18
30328,AuthorizeNet,SUCCESS,00,1445,POS,Chicago,2024-01-09 10:47:30
30329,AuthorizeNet,SUCCESS,00,1458,Desktop,Chicago,2024-01-09 10:56:11
30330,Stripe,SUCCESS,00,450,Desktop,Dallas,2024-01-09 10:56:19
30331,Stripe,SUCCESS,00,1030,Mobile,New York,2024-01-09 11:38:01
30332,Stripe,SUCCESS,00,1222,ATM,Chicago,2024-01-09 12:00:20
30333,AuthorizeNet,SUCCESS,00,1391,POS,New York,2024-01-09 12:37:01
